🚨	emoji_pos
😦	emoji_neg
🍪	emoji_pos
🍣	emoji_neg
╭	emoji_neu
✧	emoji_neu
🎆	emoji_pos
╮	emoji_neu
🎎	emoji_pos
🇩	emoji_pos
✅	emoji_pos
👹	emoji_neu
📱	emoji_neu
🙍	emoji_neg
🍑	emoji_pos
🎼	emoji_neu
🔊	emoji_pos
🌌	emoji_pos
🍎	emoji_pos
🐻	emoji_pos
─	emoji_neu
╰	emoji_neu
💇	emoji_pos
♬	emoji_neu
♚	emoji_neu
🔴	emoji_neu
🍱	emoji_neg
🍊	emoji_pos
🍒	emoji_pos
🐭	emoji_pos
👟	emoji_pos
🌎	emoji_pos
🍍	emoji_pos
🐮	emoji_pos
📲	emoji_neu
☼	emoji_neu
🌅	emoji_pos
🇷	emoji_pos
👠	emoji_pos
🌽	emoji_pos
💧	emoji_neg
❓	emoji_neu
🍬	emoji_pos
😺	emoji_pos
🐴	emoji_neu
🚀	emoji_pos
¦	emoji_pos
💢	emoji_neu
🎬	emoji_neu
🍧	emoji_pos
🍜	emoji_pos
🐏	emoji_pos
🐘	emoji_neu
👧	emoji_pos
⠀	emoji_neu
🏄	emoji_pos
➤	emoji_neu
⬆	emoji_neu
🍋	emoji_neu
🆗	emoji_pos
⚪	emoji_neu
📺	emoji_pos
🍅	emoji_pos
⛅	emoji_pos
🐢	emoji_neu
👙	emoji_pos
🏡	emoji_pos
🌾	emoji_pos
◉	emoji_neu
✏	emoji_neu
🐬	emoji_pos
🍤	emoji_neu
🇹	emoji_pos
♣	emoji_pos
🐝	emoji_neu
🌝	emoji_neu
🇮	emoji_pos
🔋	emoji_neg
🐍	emoji_pos
♔	emoji_pos
🍳	emoji_pos
🔵	emoji_pos
😾	emoji_neg
🌕	emoji_pos
🐨	emoji_pos
🔐	emoji_pos
💿	emoji_pos
❁	emoji_neu
🌳	emoji_pos
👰	emoji_pos
❀	emoji_neu
⚓	emoji_pos
🚴	emoji_pos
▀	emoji_neu
👗	emoji_neu
➕	emoji_pos
💬	emoji_pos
▒	emoji_neu
🔜	emoji_pos
🍨	emoji_pos
💲	emoji_neu
⛽	emoji_neu
🍙	emoji_pos
🍗	emoji_pos
🍲	emoji_neu
🍥	emoji_neg
▸	emoji_neu
♛	emoji_neu
😼	emoji_pos
🐙	emoji_pos
👨	emoji_pos
🍚	emoji_pos
🍖	emoji_pos
♨	emoji_pos
🎹	emoji_neu
♕	emoji_neu
▃	emoji_pos
🚘	emoji_pos
🍏	emoji_neu
👩	emoji_pos
👦	emoji_neu
🇬	emoji_neu
🇧	emoji_neu
☠	emoji_neu
🐠	emoji_pos
🚹	emoji_pos
💵	emoji_pos
✰	emoji_pos
╠	emoji_neu
👛	emoji_pos
🚙	emoji_neu
🌱	emoji_pos
💻	emoji_neu
🌏	emoji_pos
▄	emoji_neu
👓	emoji_neu
◄	emoji_neu
⚾	emoji_neg
🌲	emoji_pos
👴	emoji_pos
🏠	emoji_pos
🍇	emoji_pos
🍘	emoji_pos
🍛	emoji_pos
🐇	emoji_pos
🔞	emoji_neu
👵	emoji_pos
◀	emoji_neu
🔙	emoji_neu
🌵	emoji_pos
🐽	emoji_neu
🍮	emoji_neg
🎇	emoji_pos
🐎	emoji_pos
➔	emoji_neu
💶	emoji_neu
🐤	emoji_pos
╩	emoji_neu
🛀	emoji_pos
🌑	emoji_pos
🚲	emoji_neu
🐑	emoji_neu
🏁	emoji_pos
🍞	emoji_neu
🎾	emoji_pos
╚	emoji_neu
🈹	emoji_neu
🐳	emoji_neu
👮	emoji_neg
☹	emoji_neg
🐵	emoji_pos
✪	emoji_neu
◕	emoji_neu
🗼	emoji_pos
▐	emoji_neu
♠	emoji_neu
┳	emoji_neg
👺	emoji_neg
🐚	emoji_neu
👂	emoji_neu
🗽	emoji_neu
🍵	emoji_pos
🆒	emoji_neu
🍯	emoji_pos
🐺	emoji_neu
⇨	emoji_pos
➨	emoji_neu
🌓	emoji_pos
🔒	emoji_pos
╬	emoji_neu
👳	emoji_pos
🌂	emoji_neu
🚌	emoji_neu
♩	emoji_pos
🍡	emoji_neu
❥	emoji_neu
🎡	emoji_neu
💌	emoji_pos
🐩	emoji_neu
🌜	emoji_pos
⌚	emoji_neu
🚿	emoji_pos
🐖	emoji_neu
🔆	emoji_pos
🌛	emoji_pos
💂	emoji_neg
🐔	emoji_neu
🙎	emoji_neg
🏩	emoji_pos
🇫	emoji_pos
🔨	emoji_neu
📢	emoji_neu
🐦	emoji_neu
🐲	emoji_neu
♻	emoji_pos
🌘	emoji_pos
🍐	emoji_pos
🌔	emoji_pos
╥	emoji_pos
❊	emoji_neu
👖	emoji_neu
🚺	emoji_neu
😗	emoji_pos
🎭	emoji_neu
🐄	emoji_pos
◟	emoji_neu
🍢	emoji_neu
🎨	emoji_neu
⬇	emoji_pos
🚼	emoji_pos
⛲	emoji_neu
▁	emoji_neu
🇴	emoji_neu
🌗	emoji_pos
🌖	emoji_pos
🔅	emoji_pos
👜	emoji_neu
🐌	emoji_pos
💼	emoji_pos
🚕	emoji_neu
🐹	emoji_pos
🌠	emoji_pos
🐈	emoji_neu
⇧	emoji_neu
☎	emoji_neu
🌁	emoji_neu
⚫	emoji_pos
♧	emoji_pos
🏰	emoji_neu
🚵	emoji_neu
🎢	emoji_pos
🎷	emoji_pos
🎐	emoji_neu
┈	emoji_neg
╗	emoji_neu
╱	emoji_neu
🌇	emoji_pos
⏰	emoji_pos
⇩	emoji_neu
🚂	emoji_neu
◠	emoji_pos
🎿	emoji_pos
✦	emoji_neu
🆔	emoji_pos
⛪	emoji_neu
🌒	emoji_pos
🐪	emoji_pos
╔	emoji_neu
╝	emoji_pos
👔	emoji_pos
🔱	emoji_neu
🆓	emoji_neu
🐋	emoji_neu
▽	emoji_pos
▂	emoji_neu
🐛	emoji_pos
👕	emoji_pos
🚋	emoji_neu
💳	emoji_pos
🌆	emoji_neu
🏧	emoji_pos
💡	emoji_pos
🔹	emoji_neu
⬅	emoji_pos
🍠	emoji_neg
🐫	emoji_neu
🏪	emoji_neu
۩	emoji_neu
🇱	emoji_neu
📹	emoji_pos
👞	emoji_pos
🚑	emoji_neu
🆘	emoji_pos
👚	emoji_pos
🚍	emoji_pos
□	emoji_neg
🐂	emoji_neu
🚣	emoji_pos
✳	emoji_neu
🏉	emoji_pos
🗻	emoji_pos
🐀	emoji_neu
╦	emoji_neu
⛺	emoji_pos
🐕	emoji_neu
🏂	emoji_pos
👡	emoji_pos
📻	emoji_pos
✒	emoji_neu
🌰	emoji_pos
🏢	emoji_neu
🎒	emoji_pos
⌒	emoji_pos
🏫	emoji_neg
📴	emoji_pos
🚢	emoji_pos
🚚	emoji_neu
🐉	emoji_neu
❒	emoji_neu
🐊	emoji_neu
🔔	emoji_pos
◢	emoji_pos
🏥	emoji_neu
❔	emoji_neu
🚖	emoji_neu
🃏	emoji_pos
▼	emoji_neu
▌	emoji_neu
☛	emoji_neu
✩	emoji_neu
💒	emoji_pos
🚤	emoji_neu
🐐	emoji_pos
■	emoji_neg
🔚	emoji_pos
🎻	emoji_neu
🔷	emoji_neu
🚦	emoji_neu
🔓	emoji_pos
🎽	emoji_pos
📅	emoji_pos
🎺	emoji_pos
✯	emoji_neu
🍈	emoji_neg
✉	emoji_neu
╣	emoji_neu
◤	emoji_pos
○	emoji_pos
🍼	emoji_pos
📀	emoji_neu
🚛	emoji_neu
📓	emoji_neu
☉	emoji_neu
💴	emoji_neu
┼	emoji_neu
🐃	emoji_neu
➰	emoji_neg
🔌	emoji_neu
🍄	emoji_neu
📕	emoji_neu
📣	emoji_pos
🚓	emoji_neu
🐗	emoji_pos
↪	emoji_neu
⛳	emoji_pos
┻	emoji_neg
┛	emoji_pos
┃	emoji_neu
👱	emoji_neu
⏳	emoji_neg
💺	emoji_neu
🏇	emoji_neg
☻	emoji_neu
📞	emoji_pos
Ⓐ	emoji_neu
🌉	emoji_pos
🚩	emoji_neu
✎	emoji_pos
📃	emoji_pos
🏨	emoji_neu
📌	emoji_neg
♎	emoji_neu
💷	emoji_pos
🚄	emoji_pos
▲	emoji_pos
⛵	emoji_pos
🔸	emoji_neu
⌛	emoji_pos
🚜	emoji_pos
🐆	emoji_neu
👒	emoji_neu
❕	emoji_neu
🔛	emoji_pos
♢	emoji_neu
🇲	emoji_pos
❅	emoji_pos
👝	emoji_pos
✞	emoji_neu
◡	emoji_neu
🎋	emoji_pos
👥	emoji_pos
📵	emoji_neu
🐡	emoji_neu
◆	emoji_pos
🏯	emoji_neu
☂	emoji_neu
🔭	emoji_neu
🎪	emoji_neu
🐜	emoji_pos
♌	emoji_pos
☐	emoji_neg
👷	emoji_pos
↳	emoji_neu
🔈	emoji_neu
📄	emoji_pos
📍	emoji_neu
🚐	emoji_pos
🚔	emoji_neu
🌋	emoji_pos
📡	emoji_pos
⏩	emoji_neu
🚳	emoji_pos
✘	emoji_pos
۞	emoji_neu
☾	emoji_neu
🅰	emoji_pos
📥	emoji_neu
🇼	emoji_neu
┓	emoji_pos
┣	emoji_pos
Ⓛ	emoji_neu
Ⓔ	emoji_neu
🔦	emoji_neu
👤	emoji_pos
🚁	emoji_neu
🎠	emoji_pos
🐁	emoji_neu
📗	emoji_neu
┐	emoji_neu
☮	emoji_neg
♂	emoji_neu
◞	emoji_neu
📯	emoji_neu
🔩	emoji_neu
👢	emoji_pos
◂	emoji_neu
📰	emoji_pos
📶	emoji_neu
🚥	emoji_neu
🌄	emoji_neu
🗾	emoji_neu
🔶	emoji_neu
🏤	emoji_neu
🎩	emoji_neu
Ⓜ	emoji_pos
🔧	emoji_neg
🐅	emoji_neu
♮	emoji_neu
🅾	emoji_neu
🔄	emoji_neu
☄	emoji_neu
☨	emoji_neu
:-)	emoji_pos
:)	emoji_pos
:(	emoji_neg
:-]	emoji_pos
:]	emoji_pos
:-3	emoji_pos
:3	emoji_pos
:->	emoji_pos
:>	emoji_pos
8-)	emoji_pos
8)	emoji_pos
:-}	emoji_pos
:}	emoji_pos
:o)	emoji_pos
:c)	emoji_pos
:^)	emoji_pos
=]	emoji_pos
=)	emoji_pos
:-D	emoji_pos
:-d	emoji_pos
:D	emoji_pos
:d	emoji_pos
:p	emoji_pos
8-D	emoji_pos
8D	emoji_pos
x-D	emoji_pos
xD	emoji_pos
X-D	emoji_pos
XD	emoji_pos
=D	emoji_pos
8-d	emoji_pos
8d	emoji_pos
x-d	emoji_pos
xd	emoji_pos
x-d	emoji_pos
xd	emoji_pos
=d	emoji_pos
=3	emoji_pos
b^d	emoji_pos
B^D	emoji_pos
:-))	emoji_pos
:'-(	emoji_neg
:'(	emoji_neg
:'-)	emoji_pos
:')	emoji_pos
D-':	emoji_neg
D:<	emoji_neg
D:	emoji_neg
D8	emoji_neg
D;	emoji_neg
D=	emoji_neg
DX	emoji_neg
d-':	emoji_neg
d:<	emoji_neg
d:	emoji_neg
d8	emoji_neg
d;	emoji_neg
d=	emoji_neg
dx	emoji_neg
:-*	emoji_pos
:*	emoji_pos
:×	emoji_pos
;-)	emoji_pos
;)	emoji_pos
*-)	emoji_pos
*)	emoji_pos
;-]	emoji_pos
;]	emoji_pos
;*	emoji_pos
;^)	emoji_pos
:-,	emoji_pos
;D	emoji_pos
:-P	emoji_pos
:P	emoji_pos
X-P	emoji_pos
;d	emoji_pos
:-p	emoji_pos
:p	emoji_pos
x-p	emoji_pos
XP	emoji_pos
x-p	emoji_pos
xp	emoji_pos
:-p	emoji_pos
:p	emoji_pos
:-Þ	emoji_pos
:Þ	emoji_pos
:-þ	emoji_pos
:þ	emoji_pos
:-b	emoji_pos
:b	emoji_pos
d:	emoji_pos
=p	emoji_pos
>:P	emoji_pos
:-/	emoji_neg
:/	emoji_neg
:-.	emoji_neg
>:\	emoji_neg
>:/	emoji_neg
:\	emoji_neg
:/	emoji_neg
=/	emoji_neg
=\	emoji_neg
:L	emoji_neg
=L	emoji_neg
:S	emoji_neg
:-|	emoji_neu
:|	emoji_neu
:$	emoji_neu
:-X	emoji_neu
:X	emoji_neu
:-#	emoji_neu
:#	emoji_neu
:-&	emoji_neu
:&	emoji_neu
O:-)	emoji_pos
O:)	emoji_pos
0:-3	emoji_pos
0:3	emoji_pos
0:-)	emoji_pos
0:)	emoji_pos
0;^)	emoji_pos
>:-)	emoji_pos
>:)	emoji_pos
}:-)	emoji_pos
}:)	emoji_pos
3:-)	emoji_pos
3:)	emoji_pos
>;)	emoji_pos
|;-)	emoji_pos
|-O	emoji_neu
:-J	emoji_neu
:-j	emoji_neu
#-)	emoji_neu
%-)	emoji_pos
%)	emoji_pos
:-###..	emoji_neg
:###..	emoji_neg
<:-|	emoji_neg
',:-|	emoji_neg
',:-l	emoji_neg
<_<	emoji_neg
>_>	emoji_neg
