866569494977794048	Kas notiek ar zemes ceļiem, kas Satiksmes ministrijai sakāms par akcīzes nodokļa celšanu?#LNT900sekundeshttp://bit.… https://t.co/2Ow63Mrj5k	NEU
866569557317734401	Izsludinam konkursus 6 probācijas speciālistu amatos Rīgā, Olainē un Ventspilī. Uzzini vairāk:… https://t.co/YhSYCMDhAF	NEU
866569571238649856	Jau svētdien- Latvijas kausa 2. posms armvrestlingā! https://t.co/SWndLifS3q	NEU
866569601886429185	Ja nedzirdēji raidījumu "Nedēļa mūzikas vēsturē", tad klausies atkārtojumu 19:00 vai jau tagad Arhīvā: https://t.co/RGIuDj01ME	NEU
866569718508814337	🔺 Šogad apkures sezona ilga 218 dienas, kas ir rekords! https://t.co/Tzwft7QXzA https://t.co/Spz2agQweW	NEG
866569816089427969	No PSRS vēstures. https://t.co/R62uuntQ85	NEU
866569954077925376	Pagaidām labākais lasītais šīs sērijas romāns. Laima Kota "Istaba". Līvas Alksnes logs uz pasauli: https://t.co/gYZ0sDa7GY	POS
866569958796533761	Krištopānam 10 vārti divās spēlēs un vieta Baltkrievijas čempionāta finālā, Dude sezonu noslēdz ar trim vārtiem:… https://t.co/uObcPTSbIH	POS
866569964660064257	Vienkāršs veids, kā novērst matu elektrizēšanos https://t.co/w2VYZbA1N8 via @Styliste_lv #aboutalook #beauty #hair	NEU
866570000475336704	Visvecākajā Latvijas bākā – Ovīšos – atjaunos un modernizēs ekspozīciju. https://t.co/MXdH3DjPHw https://t.co/WCp3iyvbmG	NEU
866570012236013568	@anarhijalv PSRS ir antagons nacionālismam. Man nav PSRS. Kas liek domāt, ka ir. Ak jā, piemirsu, atslēgas vārds - domāt, neveras :p	NEG
866570074697736192	Katlu mājas aprīkojums, SIA kapitāldaļas, prasījuma tiesību lietu kopība u. c. īpašumi izsolēs: https://t.co/b21m4U0VAW #izsole	NEU
866570128678191104	Pagājušās nedēļas izspiedējvīruss visplašāk skāris Windows 7 sistēmas https://t.co/bOIcHVhKLD https://t.co/u4ud6iWZq5	NEG
866570254482374657	- Niez starp lāpstiņām, laikam spārni dīgst. - Protams, kas gan par zosi bez spārniem.	NEU
866570309410983936	Šovakar Cesvaines pils bibliotēkas zālē Alīnas Feodorovas koncerts. Nepalaid garām iespēju apmeklēt! https://t.co/MN0h7l9hBd	NEU
866570404760092673	Valda Meldera vieslekcija „Gribēju kā labāk – sanāca kā vienmēr!” jau šo trešdien! Aicināts ikviens!… https://t.co/3v5SnlGGf4	NEU
866570419716972544	Pāršķīru telefonā bildes kopā ar Zaķīti un ļevā diena salūza, uzplaukstot smaidam, manā sejă.	POS
866570514776641536	Esmu paarvacies, bet damn istabaa kur dziivoju shitas pa visu sienu 😂😂🤣 https://t.co/ctCPPHjsaA https://t.co/ydz01L5mRG	POS
866570541615992833	Satversmes tiesa oktobrī skatīs vienu no lietām saistībā ar solidaritātes nodokli https://t.co/4X22qHbfMm	NEU
866570657890529280	Draugi, te ir daudz skaistu bilžu no arhibīskapa vadītā dievkalpojuma. Skataities un priecājieties līdz ar mums https://t.co/UxQqRvPAKS	POS
866570666379812864	Krištopānam 10 vārti divās spēlēs un vieta finālā https://t.co/efVU13FUhe	NEU
866570686743158784	Palestīnieši Rietumkrastā rīko vispārējo streiku https://t.co/1gY3dhJRY0 https://t.co/3jFXzh3VdK	NEU
866570807199268864	Enerģiskās žurnālistes rebes. Neskaties uz maniem darbiem, klausies manos vārdos.  Visi grib skaisti dzīvot! Iesaku: https://t.co/QLlaP94LPe	NEG
866570853114425344	@ELisovskis Labdien, Endij! Vai precizēsiet, lūdzu, kurā Rimi veikalā uzņemts šis foto?	NEU
866570857195425792	Ziņās - radošā telpa @LUBVEF, "Meitene ar kurpi" @Botdarzs un konference "Krustpunktā - daba. Atbildība un vīzijas". https://t.co/HXc5ThCXuM	NEU
866570881593520128	Jauns produkts - Apavu plauktiņš ST-7 - € 57.00 https://t.co/XQIBhWA8wr https://t.co/lGwwDPfu5h	NEU
866570905035485184	Jauns produkts - Krēsls Verdi - € 88.00 https://t.co/655e9ixv7I https://t.co/5f54c9bMRk	NEU
866570959607615488	Jauns produkts - Bāra krēsls H-74 - € 60.00 https://t.co/zoGMSwlTW3 https://t.co/A31YZgb85d	NEU
866570994575716352	@vardotaja @saprge es to domu atmetu, kad nākamos 10 gadus katra otrā lika Emīliju (jo visiem vecvecmammas uz to brīdi bija Emīlijas).	NEU
866570994768650240	Kaut kad drīzumā jau sāksies tizlo un jēlo Līgo dziesmu laiks	NEG
866571129141555200	VIDEO: ''Celtics'' aptur ''Cavaliers'' draudīgo uzbrukumu un atjauno intrigu sērijā https://t.co/lvWSx4KcFg https://t.co/QkANbZQrA3	NEU
866571190978170880	@irts1 Ideāls politiķis prot gan ar tautu runāt, gan darbus darīt. Sapņoju...	NEG
866571197672304640	Hey - no šodienas veram vaļā Lido Atpūtas centra pludmales laukumus. Zvani un piesaki savu laukumu - 26106035. RT https://t.co/d7OxuujzfF	NEU
866571234687037440	Atzīmēja Man patīk galerijā:"2017.5.19" https://t.co/12z8PaTbze	NEU
866571363711983617	Kurš bija «ātro kredītu impērijas» «4Finance» īpašnieks un maksāja Andrim Amerikam 20% https://t.co/UtKe56XyTF https://t.co/FgQ1xxTml3	NEG
866571371819806720	Valmiermuižā degustēs vidzemnieku ceptās Latvijas simtgades gardākās kūkas  https://t.co/nVkaRerRyH https://t.co/ZZWa3K7ezy	NEU
866571390450884608	Foto: Kā dzīvo skaistākā sieviete Eiropā - modele Diāna Kubasova https://t.co/FAHJjoeewl	NEU
866571425771139072	Jaunais Sony Xperia XZ Premium ir klāt! 960 kadri sekundē ir WOW! Piesakies iepriekšpārdošanā… https://t.co/9FK1GJYaW6	NEU
866571609519403008	2 nedēļas pēc  @teatris izrādes Melot?! turpinu domāt par Zvīguļa tēlojumu. Gruntīga izrāde. Pretrunīgu un, varbūt, tādēļ arī labāka.	POS
866571629152940033	Iepriekšpasūtīt jauno albumu vairs nevar, jo kopš šī brīža tas ir pieejams visā pilnībā! Urrā!  #VelViensLaimigsRits https://t.co/OCOLrWm3qt	POS
866571658253017088	@JanaSima Piemēram, man uzreiz prātā: "skuķis sameloja", jo tā notiek, bet, šis ir slikts viltusziņu piemērs. Pat j… https://t.co/1M4QgmevKl	NEU
866571772682002432	Ginekoloģe: Viedoklis par kontracepciju un seksualitāti jauniešiem #kontracepcija #pusaudži… https://t.co/tAvX8DQFat	NEU
866571828428513280	Par mūsdienu Latvijas politisko teātri @LRKultura studijā @GuntaSloga un @kripaz https://t.co/OxMXqVZ6HL	NEU
866571837609619456	Piedalies Starta programmā un iegūsti savā īpašumā lieliskus Jubilejas aksesuārus par cenām, kas tevi iepriecinās:… https://t.co/AP55uHmaEa	NEU
866571839803465729	Kā gūt peļņu un dot labumu sabiedrībai? Sociālais uzņēmējs! https://t.co/eL9DZpHU5c	NEU
866571839908270080	Ceļotāja stāsts: brauciens uz burvīgo Sardīniju un Korsiku 2016. gada jūlijā https://t.co/ZIMS3jmjEA https://t.co/9OUAkuWZw3	POS
866571851732054016	Aizkrauklē izstādes "Eņģeļi un dēmoni" atklāšana https://t.co/5czuhltONy via @staburagslv	NEU
866572032460419072	Atzīmēja Man patīk galerijā:"Naverna sport est sport...." https://t.co/4rCWOZ9Ad5	POS
866572037199986688	Pagājušonedēļ 2 dienu garumā svinējām #CEMEX Iespēju fonda 10 gadu jubileju gan ar projektu īstenotājiem, gan ar mū… https://t.co/lRzGRrOFSv	POS
866572106330501121	Šodien pusdienās : Aukstā biešu zupa + penne pasta ar vistu +padzerties (ūdens,7up vai pepsi) =5.30eiro	NEU
866572112500330496	Cik labi, ka visi eksāmeni jau garām un varu mierīgi no rītiem izgulēties.👌🏻 # šodien drūms https://t.co/87auid8s66 https://t.co/ZbPIHNTyBi	NEU
866572193597206529	Politiķis vienā bildē:) Gatīs Š. kā vienmēr uzdevuma augstumos! https://t.co/6XM2qdU2VV	POS
866572240296357888	Rīgā sāk parādīties cilvēki hokeja kreklos:) kur rītdienas spēli skatīsies Tu?	POS
866572243190657024	Foto: Kā slavenie latvieši pārdzīvoja tveicīgās brīvdienas https://t.co/XPNb2DNYYy	NEU
866572272429125632	Minišosejas otrajā posmā uzvar Jevhuta ar "Mitsubishi Lancer Evo" - https://t.co/91C42fInMa https://t.co/zq4sowDcQk	NEU
866572312631488512	Autobuss Liepāja Rīga tik tukšs	NEU
866572392323305472	Svētdien, novada svētku noslēgumā, notiks deju kolektīva „Vizbulīte” brīvdabas koncerts: https://t.co/WuKw4LpwnN https://t.co/4Ny26AYMFY	NEU
866572401315913730	Atnākot uz darbu dodien ,varu redzēt cik daudz cilvēki ir pavadijudi brīvdienas ārā 😂😂  Tai skaitā ar es 😂😂  #pārāk.traks.iedegums	POS
866572476360175616	Teleprogramma https://t.co/LYgR5b5m95	NEU
866572517342883840	Igaunijas uzņēmuma „Loodusturism.ee” (Dabas tūrisms) komanda Valmierā piedalījās uzņēmēju un amatnieku izstādē... https://t.co/h7OOJWvHcI	NEU
866572641246875648	Skaistajam jāpalīdz parādīties! https://t.co/b4eJAc30wW #Maksimalisti	POS
866572748813987840	Student, izmanto iespēju un piesakies “Vasaras darbu banka 2017”! Darba piedāvājumi -  https://t.co/QIzuhFAFeL	NEU
866573072790425601	Vai @LRA_Attistibai nebija liberālisti/centristi?  Viss mainās diezgan strauji... https://t.co/Ro4iIr3ZSN	NEU
866573102435766273	Uz atsevišķiem autoceļiem braukšanas ātrums palielināts līdz 100 km/h https://t.co/tjW9POgVnr	NEU
866573132953530368	Aktuāla vakance izcilam klientu apkalpošanas speciālistam un komandas līderim!! Ja Tu tāda (-s) esi, gaidām Tavu CV! https://t.co/T11nHOOUod	NEU
866573144328372228	Katalogs / Eksperimentālais sānsolis.  No 2017. gada 19. maija līdz 19. jūnijam Mākslas galerijā Putti notiks... https://t.co/Of8AYyy8UV	NEU
866573145590857728	Latvijas Veselības nedēļas ietvaros aktivitātes arī Cesvainē! Izvēlies sev tīkamās un piedalies! https://t.co/gTSvBt7Foo	NEU
866573207683379200	Hokejs Rīgā gadījumā nesakrīt ar pašvaldību vēlēšanu gadu? Kādam būs laba iespēja piesaukt to kā paveikto no darbu saraksta :D	NEG
866573216835395584	Nu ko,20. maijs un vasaras sezonu esam atklājuši godam - ar kārtīgu zaļumballi,smiekliem un dejām!... https://t.co/R3L7H4b1ke	POS
866573244782043136	Asoc. profesors Sergejs Osipovs: Vai plastmasa patiešām ir kaitīga? https://t.co/JzmeRoaN2d	NEG
866573258350624768	a man patīk https://t.co/58Ba3AndGT	POS
866573279259217920	Līdz 1.jūnijam jāinformē par aizdevumiem, kuru apmērs pārsniedz 15 000 eiro - https://t.co/rXU8cJOUlD	NEU
866573306656378881	Ļaujies ritmiem un vasaras skaņām #rigasritmi2017 #rigasritmi17lineup : https://t.co/QSJuoOiM8l	POS
866573323119079425	Jau vismaz piecus gadus arvien lielāku popularitāti iemanto norēķinu karšu pakalpojumi, ko sniedz nevis bankas,... https://t.co/vC9KA0HEaZ	NEU
866573386822148096	Nepalaid garām gardos sushi no Sushi Home un Mazda CX-3! Meklē Taxify aplikācijā! https://t.co/RqmqHdadI4	NEU
866573441197121536	Ķeras pie būvniecības uzņēmumu pārbaudes https://t.co/0T0l89Y11V	NEU
866573443327823873	Zināmi ceļi, pa kuriem šovasar varēs braukt ar palielinātu atļauto ātrumu  https://t.co/tZ2fAc5zqt	NEU
866573443592056832	21. maijs - Eiropas Natura2000 diena! Vai zini, ka Latvijā ir vairāk kā 300 Natura teritorijas? Kad pēdējo reizi bi… https://t.co/RS5lEtEiXy	NEU
866573457508765697	Vēl atlikušas dažas vietas uz semināru Rīgā “Seniori darbā - izaicinājumi un risinājumi” sadarbībā ar @darbadeveji… https://t.co/Ici6oxJT5v	NEU
866573621287936000	Iepazīst zemeņu audzēšanu Talsu pusē: https://t.co/etrbEcEOu5 https://t.co/Ojt3xtsBOs	NEU
866573645052870656	Magones – skaistums vai problēma tīrumā? | Laukos.lv https://t.co/8BxeGWpFZz	NEU
866573660294971392	Šonedēļ Siguldā aizraujoši pasākumi un notikumi novada svētku ietvaros - Siguldai 810!  https://t.co/zkybRxDRWK https://t.co/CniVDwmGLw	NEU
866573666624131073	Nedēļas nogalē Latvijas Samariešu apvienība kopā ar organizācijām no Itālijas un Vācijas tikās Turīnā, lai... https://t.co/265LlTuQqS	NEU
866573715735281664	@ELisovskis Paldies par informāciju! Nodosim to atbildīgajiem kolēģiem un veiksim pārbaudi.	POS
866573828159361024	'@Sportacentrs atskats uz 6.kārtas spēlēm Komanda.lv 1.līgā futbolā.  #KomandaLV https://t.co/mnJYBqxSmE	NEU
866573906706038785	@LaivinieksJanis @NBALatvija Vismaz beidzot NBA paliek interesantāks 😂 Es joprojām domāju, ka JR labs defā	POS
866573972451753984	Trīs gadi. Lāčplēša iela ir. Elizabetes ieviesta, bet sačakarējot ideju. Brīvības ielā nav un trakoti negrib, lai a… https://t.co/gvQ8j3riT6	NEG
866574048419078145	kamēr meklēju smēri savam sunburn, atradu smēri pret pinnēm.	NEU
866574296994525184	39 gadus vecā Francijas prezidenta un viņa 64 gadus vecās pirmās lēdijas mīlasstāsts. VIDEO https://t.co/ErCtwJTTNT	NEU
866574319660527617	Knicks nepagarinās līgumu ar Porziņģa iecienīto treneri Longstafu:  https://t.co/NZ1WCNDUbF	NEU
866574331580628992	Man patika @YouTube videoklips https://t.co/qWu5kUrP6f Izcīnu uzvaru sīvā ciņā pret augstākas divīzijas pretinieku Gregoru ar	NEG
866574352954871810	Nedēļa iesākusies ar ziņu par traģisku negadījumu Ērgļu novadā  https://t.co/ANIGervWS0 https://t.co/QfPB41NNXo	NEG
866574389604515844	Peldsezona sākusies traģiski: Ērgļos noslīcis cilvēks https://t.co/P7JhLvrOoM https://t.co/BsPfgqgiv0	NEG
866574436916506624	"Slow Hands" autors @NiallOfficial atklājis, ka strādā kopā ar mūzikas leģendu @ShaniaTwain. https://t.co/bGoaYuMYOE https://t.co/IUOTrIQam1	NEU
866574440204816384	Četru istabu dzīvoklis Klusajā centrā, Vīlandes ielā, 155 kv.m, labs plānojums un lieliska cena… https://t.co/tmZsjDWOBm	NEU
866574458647175168	"Mūsdienās atrast labu darbinieku ir liels izaicinājums, jo tas vairs nenozīmē tikai sludinājuma publicēšanu."… https://t.co/Jvq2BBBNq5	NEU
866574475189473280	Labi, ka iztika bez cietušajiem! Sekas varēja būt arī nopietnākas! https://t.co/NK5vtaxn4d	NEU
866574478398156800	Artura Konana Doila darbus lasi LCB un filiālēs oriģinālvalodā un latviešu un krievu tulkojumā: https://t.co/ZAmb8fMs5e #bibliotēka #grāmata	NEU
866574481631961088	No sirds Latvijai priekšsēdētājas Ingunas Sudrabas uzruna vēlētājiem Latvijā. https://t.co/31zVpjUfdE	NEU
866574587227774979	#DienasCitāts Britu rakstnieka Artura Konana Doila (1859-1930) 158. dzimšanas dienā viņa vārdi par patiesību https://t.co/p4PajrP3aL	NEU
866574587257028608	ikreiz, kad kāds pārsniedz ātrumu vai pārkāpj noteikumus, noteikti būs kāda meitene, kas viņam tobrīd atrodas blakus..citāts, MD melnraksts	NEU
866574605376299008	Kompānija "Göllner Spedition" aicina darbā TĀLBRAUCĒJU ŠOFERI.  Info par vakanci: https://t.co/93fW2HIucP… https://t.co/FlrwS0Dkey	NEU
866574635281797125	kartupeļu radinieka -bebru kārkliņa auglīši ir skaisti indīgi	NEU
866574660820803584	Lai aiziet jauna nedēļa! Labrīt pirmdiena! #pirmdiena #keizarmezs #sports #labrīt    Доброе… https://t.co/gGXaNMR2ny	POS
866574679712116736	Zināmi ceļi, pa kuriem šovasar varēs braukt ar palielinātu atļauto ātrumu  https://t.co/5kQal4BhjI via @dblv	NEU
866574750839132161	@miriskats man patīk, tāds skanīgs.	POS
866574790923964416	Ceturtdien notiks basketbola draudzības spēle starp Siguldu un Salacgrīvu: https://t.co/2gstY5kg0k Dosimies atbalstīt novadniekus!	POS
866574871265980416	- Brauc pie mums uz vasarnīcu! - Negribu! - Te ir alus un meitenes! - Tēt, es neuzķeršos uz to otro reizi, rokat paši savus kartupeļus!	POS
866574986449965056	Iesākumiem atvēlētais laiks vasarā:  27.maijs - 9.jūnijs (traucēs vēl RetroJupiters) un 26.jūn. - 8.jūlijs, 24. - 31.jūlijs. Seko ASTRO VIP.	NEU
866575030548877312	MAZUĻA ZAUDĒŠANA GRŪTNIECĪBAS, DZEMDĪBU LAIKĀ VAI PIRMAJĀ GADĀ PĒC DZEMDĪBĀM | Debesmanna https://t.co/GzqDiDz0LG	NEU
866575134060105728	Par aktuālo transporta un loģistikas nozarē: https://t.co/Qy8bqapyu3	NEU
866575137717473280	Foto: Brazīlijas policija likvidē «Krekolandiju» un aiztur 40 cilvēkus https://t.co/b81qyPk0w1 https://t.co/intOpF44QY	NEU
866575205875019776	Vangažos nozagts dators, Siguldas novadā – degvielas kanna un bišu stropi https://t.co/plEF9vMbRv https://t.co/vZJySiIBmW	NEG
866575209188528129	Slīde - Esi, kas vēlies būt! https://t.co/gs8ojtNGdP	NEU
866575245163081729	Latvijas bankas pelna arvien vairāk – skaitļi un fakti  https://t.co/uQArZ93wDV	POS
866575340172451840	Latvijas hokeja izlase pēc PČ pasaules rangā saglabā 12. vietu https://t.co/wmEYQx5AY1	NEU
866575341061623808	Latvijas bankas pelna arvien vairāk – skaitļi un fakti https://t.co/ICIKOByQIk https://t.co/AiI3lcV1rO	NEU
866575434967793664	mana mana? https://t.co/nDrn30I0aQ	POS
866575495533662209	Bet pagaidām playoff ir diez ko neinteresanti, tāpēc var pafantazēt :) https://t.co/X8wm22y05G	POS
866575522263965696	Lauktehnikā plāni mainās. Zemesgabalus Vilkājas un Rūdas ielā izsolīs - https://t.co/t8T1W5yhm5 via @ntukzinas	NEU
866575528291184643	@JelgavaLV Ļoti maz pieejamas informācijas par kuģīšiem. Pilsēta būtu tikai ieguvēja, ja uzstādītu kādas zīmes uz "… https://t.co/2tV3PiRlGn	NEG
866575612785430529	Vēl tikai nedēļa un #BRĪNUMSIEVIETE būs klāt - gada krāšņākā un sievišķīgākā (doh!) komiksfilma ar apburošo… https://t.co/InlMsFnbPY	POS
866575614874136576	NVA aicina darba devējus līdz 31.maijam pieteikties subsidēto darba vietu izveidei https://t.co/clPYFyahgN	NEU
866575631504609280	Ķeras pie būvniecības uzņēmumu pārbaudes https://t.co/3R713PbHU1 via @dblv	NEU
